v,Target
-0.021398439,0.26327547
-0.021817051,0.26246439
-0.02227984,0.26156783
-0.022786712,0.260586036
-0.02333757,0.25951927
-0.023932318,0.258367818
-0.02457086,0.257131987
-0.025253099,0.255812113
-0.02597894,0.254408561
-0.026748284,0.252921735
-0.027561037,0.251352073
-0.028417101,0.249700059
-0.02931638,0.247966225
-0.030258777,0.246151152
-0.031244194,0.24425548
-0.032272535,0.242279908
-0.033343704,0.240225201
-0.034457602,0.238092194
-0.035614132,0.235881796
-0.036813198,0.233594995
-0.038054702,0.231232863
-0.039216514,0.229027844
-0.039216514,0.229027844
-0.039413778,0.228654004
-0.039597288,0.228306377
-0.039767071,0.227984878
-0.039923156,0.227689428
-0.040065569,0.227419946
-0.04019434,0.227176355
-0.040309496,0.226958581
-0.040411064,0.226766549
-0.040499073,0.226600191
-0.040573551,0.226459437
-0.040634525,0.22634422
-0.040682024,0.226254479
-0.040716075,0.226190149
-0.040736708,0.226151174
-0.040743949,0.226137496
-0.040737827,0.22614906
-0.04071837,0.226185814
-0.040685607,0.226247709
-0.040639565,0.226334697
-0.040580273,0.226446733
-0.040507759,0.226583774
-0.040422051,0.226745779
-0.040323178,0.226932709
-0.040211168,0.227144527
-0.040086049,0.227381199
-0.03994785,0.227642692
-0.0397966,0.227928976
-0.039632326,0.228240019
-0.039455057,0.228575797
-0.039264821,0.228936281
-0.039061648,0.229321449
-0.038845566,0.229731276
-0.038616603,0.230165742
-0.038374788,0.230624825
-0.038120149,0.231108507
-0.037852715,0.231616767
-0.037572516,0.232149589
-0.037279578,0.232706954
-0.036973932,0.233288847
-0.036655606,0.23389525
-0.036324629,0.234526148
-0.035981029,0.235181523
-0.035624836,0.235861359
-0.035256078,0.23656564
-0.034874784,0.237294348
-0.034480982,0.238047464
-0.034074703,0.23882497
-0.033655974,0.239626845
-0.033224825,0.240453068
-0.032781284,0.241303615
-0.032325381,0.242178463
-0.031857144,0.243077583
-0.031376603,0.244000948
-0.030883787,0.244948524
-0.030378724,0.245920279
-0.029861444,0.246916175
-0.029331975,0.247936171
-0.028790348,0.248980225
-0.028236591,0.250048288
-0.027670733,0.251140308
-0.027092803,0.252256231
-0.02650283,0.253395996
-0.025900845,0.254559537
-0.025286875,0.255746785
-0.024660951,0.256957663
-0.024023101,0.258192091
-0.023373354,0.259449982
-0.022711741,0.260731241
-0.02203829,0.262035769
-0.02135303,0.263363458
-0.020655991,0.264714194
-0.019947203,0.266087855
-0.019226694,0.267484312
-0.018494494,0.268903426
-0.017750632,0.270345052
-0.016995139,0.271809034
-0.016228042,0.273295207
-0.016156288,0.273434206
-0.016156288,0.273434206
-0.016501417,0.272765611
-0.016890914,0.272010978
-0.017324683,0.271170479
-0.017802627,0.27024429
-0.018324651,0.269232599
-0.018890658,0.268135605
-0.019500553,0.266953527
-0.020154239,0.2656866
-0.020851619,0.264335085
-0.021592597,0.262899269
-0.022377076,0.261379474
-0.02320496,0.259776053
-0.024076152,0.258089404
-0.024990555,0.256319967
-0.025948073,0.254468233
-0.026948607,0.252534748
-0.027992062,0.250520116
-0.02907834,0.248425007
-0.030207344,0.246250159
-0.031378977,0.243996385
-0.03259314,0.241664578
-0.033849738,0.239255714
-0.035148672,0.236770859
-0.035871501,0.235390522
-0.035871501,0.235390522
-0.036110691,0.234934159
-0.03633606,0.234504352
-0.036547636,0.234101016
-0.036745446,0.23372407
-0.036929518,0.233373432
-0.03709988,0.233049023
-0.03725656,0.232750764
-0.037399585,0.23247858
-0.037528984,0.232232395
-0.037644783,0.232012137
-0.037747011,0.231817736
-0.037835696,0.231649122
-0.037910865,0.231506228
-0.037972547,0.23138899
-0.03802077,0.231297344
-0.038055561,0.23123123
-0.038076949,0.231190589
-0.038084961,0.231175365
-0.038079626,0.231185502
-0.038060972,0.231220948
-0.038029027,0.231281652
-0.03798382,0.231367567
-0.037925377,0.231478644
-0.037853728,0.231614841
-0.037768901,0.231776114
-0.037670925,0.231962421
-0.037559826,0.232173725
-0.037435635,0.232409988
-0.037298378,0.232671174
-0.037148086,0.232957249
-0.036984785,0.23326818
-0.036808504,0.233603936
-0.036619273,0.233964488
-0.036417119,0.234349807
-0.03620207,0.234759866
-0.035974156,0.235194637
-0.035733405,0.235654095
-0.035479846,0.236138216
-0.035213507,0.236646975
-0.034934416,0.237180349
-0.034642603,0.237738314
-0.034338096,0.238320848
-0.034020924,0.238927926
-0.033691115,0.239559527
-0.033348699,0.240215626
-0.032993704,0.2408962
-0.032626159,0.241601224
-0.032246092,0.242330673
-0.031853533,0.24308452
-0.03144851,0.243862739
-0.031031052,0.2446653
-0.030601189,0.245492173
-0.030158948,0.246343326
-0.02970436,0.247218724
-0.029237452,0.248118332
-0.028758254,0.249042109
-0.028266796,0.249990014
-0.027763105,0.250962003
-0.027247211,0.251958028
-0.026719143,0.252978037
-0.02617893,0.254021975
-0.025626601,0.255089784
-0.025062185,0.2561814
-0.024485712,0.257296756
-0.02389721,0.258435779
-0.023296709,0.259598391
-0.022684238,0.26078451
-0.022059826,0.261994046
-0.021423502,0.263226907
-0.020775296,0.264482991
-0.020115236,0.26576219
-0.019443352,0.267064391
-0.018759674,0.268389474
-0.01806423,0.269737308
-0.017357049,0.271107759
-0.016638162,0.272500682
-0.016305616,0.273144932
-0.016305616,0.273144932
-0.016694594,0.27239135
-0.017127846,0.271551893
-0.017605277,0.270626737
-0.018126789,0.269616066
-0.018692287,0.268520078
-0.019301675,0.267338986
-0.019954856,0.266073022
-0.020651734,0.264722444
-0.021392212,0.263287536
-0.022176194,0.261768612
-0.023003583,0.260166024
-0.023874282,0.258480162
-0.024788195,0.256711463
-0.025745225,0.254860413
-0.026745274,0.252927551
-0.027788246,0.250913476
-0.028874043,0.248818853
-0.030002568,0.246644413
-0.031173724,0.244390963
-0.032387414,0.24205939
-0.03364354,0.239650664
-0.034942005,0.237165843
-0.03628271,0.23460608
-0.036787245,0.233644436
-0.036787245,0.233644436
-0.037060724,0.233123577
-0.037320303,0.232629449
-0.03756601,0.232161962
-0.037797874,0.231721028
-0.038015921,0.231306559
-0.03822018,0.230918469
-0.038410677,0.230556675
-0.038587441,0.230221093
-0.038750499,0.229911643
-0.03889988,0.229628245
-0.03903561,0.229370823
-0.039157719,0.229139301
-0.039266233,0.228933606
-0.03936118,0.228753668
-0.039442589,0.228599417
-0.039510488,0.228470787
-0.039564904,0.228367712
-0.039605865,0.228290132
-0.0396334,0.228237985
-0.039647536,0.228211215
-0.039648302,0.228209764
-0.039635726,0.228233581
-0.039609835,0.228282613
-0.039570659,0.228356811
-0.039518225,0.22845613
-0.039452562,0.228580524
-0.039373697,0.22872995
-0.03928166,0.228904368
-0.039176478,0.229103739
-0.039058179,0.229328027
-0.038926793,0.229577196
-0.038782348,0.229851214
-0.038624871,0.230150049
-0.038454392,0.230473672
-0.038270939,0.230822053
-0.03807454,0.231195167
-0.037865224,0.231592988
-0.037643019,0.232015492
-0.037407955,0.232462655
-0.037160059,0.232934455
-0.03689936,0.233430871
-0.036625888,0.233951883
-0.03633967,0.234497469
-0.036040735,0.235067612
-0.035729112,0.235662291
-0.03540483,0.236281487
-0.035067917,0.236925182
-0.034718402,0.237593355
-0.034356315,0.238285987
-0.033981683,0.239003057
-0.033594536,0.239744545
-0.033194903,0.240510428
-0.032782812,0.241300684
-0.032358292,0.242115288
-0.031921373,0.242954213
-0.031472083,0.243817433
-0.031010451,0.244704917
-0.030536507,0.245616633
-0.030050278,0.246552548
-0.029551795,0.247512623
-0.029041086,0.248496819
-0.028518181,0.249505092
-0.027983108,0.250537397
-0.027435896,0.251593682
-0.026876575,0.252673893
-0.026305174,0.253777973
-0.025721722,0.254905857
-0.025126247,0.256057479
-0.024518781,0.257232764
-0.02389935,0.258431636
-0.023267986,0.25965401
-0.022624716,0.260899797
-0.021969571,0.262168899
-0.021302579,0.263461216
-0.02062377,0.264776638
-0.019933173,0.266115047
-0.019490492,0.266973026
-0.019490492,0.266973026
-0.019905589,0.266168507
-0.020364884,0.265278356
-0.020868282,0.264302794
-0.021415685,0.263242054
-0.022006998,0.26209639
-0.022642125,0.260866078
-0.023320969,0.259551416
-0.024043434,0.258152734
-0.024809423,0.256670393
-0.025618839,0.255104792
-0.026471587,0.25345637
-0.027367569,0.251725611
-0.028306689,0.249913051
-0.029288849,0.24801928
-0.030313953,0.246044945
-0.031381903,0.24399076
-0.032492603,0.241857506
-0.033645955,0.239646038
-0.034841861,0.237357289
-0.036080226,0.234992275
-0.03736095,0.232552098
-0.038683937,0.230037952
-0.039774137,0.227971501
-0.039774137,0.227971501
-0.040048123,0.227452954
-0.040308189,0.226961051
-0.040554363,0.226495696
-0.040786673,0.226056796
-0.041005146,0.225644256
-0.041209809,0.225257986
-0.041400691,0.224897898
-0.04157782,0.224563905
-0.041741222,0.224255921
-0.041890927,0.223973864
-0.042026961,0.223717654
-0.042149352,0.223487212
-0.042258129,0.223282463
-0.04235332,0.223103333
-0.042434952,0.222949753
-0.042503053,0.222821653
-0.042557652,0.222718967
-0.042598776,0.222641633
-0.042626454,0.222589589
-0.042640714,0.222562778
-0.042641583,0.222561144
-0.04262909,0.222584633
-0.042603264,0.222633195
-0.042564131,0.222706782
-0.042511722,0.222805349
-0.042446063,0.222928851
-0.042367184,0.223077248
-0.042275112,0.223250502
-0.042169876,0.223448576
-0.042051504,0.223671436
-0.041920026,0.223919051
-0.041775468,0.22419139
-0.04161786,0.224488425
-0.04144723,0.224810131
-0.041263607,0.225156484
-0.041067018,0.225527461
-0.040857494,0.225923041
-0.040635062,0.226343206
-0.040399751,0.226787937
-0.040151589,0.227257217
-0.039890606,0.227751032
-0.03961683,0.228269366
-0.039330289,0.228812207
-0.039031012,0.229379542
-0.038719029,0.229971358
-0.038394368,0.230587644
-0.038057057,0.231228388
-0.037707126,0.231893578
-0.037344603,0.232583204
-0.036969518,0.233297254
-0.036581898,0.234035715
-0.036181774,0.234798576
-0.035769173,0.235585821
-0.035344126,0.236397437
-0.03490666,0.237233408
-0.034456805,0.238093717
-0.033994591,0.238978344
-0.033520045,0.239887269
-0.033033196,0.240820469
-0.032534075,0.241777918
-0.032022711,0.242759589
-0.031499131,0.243765451
-0.030963365,0.24479547
-0.030415444,0.245849608
-0.029855394,0.246927825
-0.029283247,0.248030076
-0.028699031,0.249156311
-0.028102774,0.250306478
-0.027494508,0.251480517
-0.02687426,0.252678366
-0.02624206,0.253899955
-0.025597937,0.255145211
-0.024941921,0.256414052
-0.024274041,0.257706393
-0.023594326,0.259022141
-0.022902806,0.260361194
-0.022199509,0.261723446
-0.022057833,0.261997908
-0.022057833,0.261997908
-0.022465322,0.261208537
-0.022917008,0.260333688
-0.023412796,0.259373612
-0.02395259,0.258328578
-0.024536292,0.257198878
-0.025163808,0.255984825
-0.02583504,0.25468676
-0.026549893,0.253305055
-0.02730827,0.251840118
-0.028110074,0.250292394
-0.028955208,0.24866237
-0.029843577,0.246950583
-0.030775084,0.245157619
-0.03174963,0.243284119
-0.03276712,0.241330785
-0.033827457,0.239298385
-0.034930543,0.237187753
-0.036076281,0.234999799
-0.037264575,0.23273551
-0.038495326,0.230395956
-0.039768437,0.227982292
-0.041083811,0.225495766
-0.041677728,0.224375581
-0.041677728,0.224375581
-0.041928973,0.223902197
-0.042166334,0.223455243
-0.042389839,0.223034624
-0.042599515,0.222640245
-0.042795389,0.222272015
-0.04297749,0.221929844
-0.043145846,0.221613644
-0.043300484,0.22132333
-0.043441432,0.22105882
-0.043568718,0.220820033
-0.04368237,0.220606891
-0.043782415,0.220419319
-0.043868883,0.220257245
-0.043941801,0.220120598
-0.044001196,0.220009312
-0.044047097,0.219923321
-0.044079532,0.219862563
-0.04409853,0.219826979
-0.044104118,0.219816514
-0.044096324,0.219831111
-0.044075177,0.219870722
-0.044040704,0.219935296
-0.043992935,0.220024788
-0.043931898,0.220139154
-0.04385762,0.220278354
-0.043770131,0.220442349
-0.043669457,0.220631103
-0.043555629,0.220844583
-0.043428674,0.221082757
-0.043288621,0.221345596
-0.043135498,0.221633074
-0.042969334,0.221945165
-0.042790157,0.222281848
-0.042597996,0.2226431
-0.04239288,0.223028902
-0.042174836,0.223439239
-0.041943894,0.223874092
-0.041700083,0.22433345
-0.04144343,0.224817297
-0.041173965,0.225325623
-0.040891717,0.225858416
-0.040596713,0.226415667
-0.040288983,0.226997367
-0.039968557,0.227603508
-0.039635461,0.228234081
-0.039289726,0.22888908
-0.03893138,0.229568496
-0.038560452,0.230272322
-0.038176971,0.231000551
-0.037780966,0.231753174
-0.037372466,0.232530183
-0.0369515,0.233331568
-0.036518096,0.234157319
-0.036072284,0.235007424
-0.035614093,0.23588187
-0.035143552,0.236780642
-0.03466069,0.237703723
-0.034165536,0.238651095
-0.033658118,0.239622736
-0.033138467,0.240618623
-0.032606612,0.241638729
-0.032062581,0.242683024
-0.031506403,0.243751475
-0.030938109,0.244844044
-0.030357726,0.245960692
-0.029765285,0.247101373
-0.029160815,0.248266037
-0.028544344,0.24945463
-0.027915902,0.250667093
-0.027275519,0.25190336
-0.026623224,0.253163362
-0.025959046,0.25444702
-0.025283014,0.255754253
-0.024595157,0.257084971
-0.023895507,0.258439077
-0.02318409,0.259816467
-0.022460938,0.261217029
-0.022051829,0.262009539
-0.022051829,0.262009539
-0.022435314,0.261266663
-0.022863047,0.260438194
-0.023334932,0.259524378
-0.023850874,0.258525477
-0.024410775,0.257441772
-0.025014541,0.256273566
-0.025662074,0.255021191
-0.026353279,0.253685003
-0.027088059,0.252265394
-0.027866317,0.250762792
-0.028687957,0.249177666
-0.029552882,0.247510529
-0.030460996,0.245761943
-0.031412201,0.243932524
-0.032406402,0.242022946
-0.0334435,0.240033944
-0.034523399,0.237966321
-0.035646001,0.23582095
-0.036811211,0.233598781
-0.038018929,0.231300843
-0.039269059,0.228928249
-0.040561504,0.226482202
-0.041252237,0.225177934
-0.041252237,0.225177934
-0.041484004,0.224740786
-0.04170193,0.224329968
-0.041906044,0.223945387
-0.042096373,0.223586954
-0.042272944,0.223254581
-0.042435787,0.222948182
-0.042584928,0.222667675
-0.042720395,0.222412977
-0.042842216,0.22218401
-0.04295042,0.221980699
-0.043045034,0.221802969
-0.043126086,0.221650749
-0.043193604,0.221523972
-0.043247616,0.22142257
-0.04328815,0.221346481
-0.043315235,0.221295643
-0.043328898,0.221269999
-0.043329167,0.221269494
-0.043316071,0.221294073
-0.043289639,0.221343687
-0.043249897,0.221418288
-0.043196875,0.22151783
-0.0431306,0.221642272
-0.043051102,0.221791572
-0.042958408,0.221965692
-0.042852547,0.222164598
-0.042733546,0.222388255
-0.042601436,0.222636632
-0.042456244,0.222909701
-0.042297998,0.223207434
-0.042126727,0.223529807
-0.041942459,0.223876796
-0.041745224,0.22424838
-0.041535049,0.22464454
-0.041311964,0.225065257
-0.041075996,0.225510515
-0.040827176,0.225980299
-0.04056553,0.226474594
-0.040291088,0.226993388
-0.040003879,0.227536669
-0.039703931,0.228104425
-0.039391273,0.228696646
-0.039065934,0.229313322
-0.038727943,0.229954443
-0.038377329,0.230619999
-0.03801412,0.231309982
-0.037638345,0.232024381
-0.037250034,0.232763186
-0.036849214,0.233526387
-0.036435916,0.234313972
-0.036010167,0.235125929
-0.035571998,0.235962244
-0.035121437,0.236822903
-0.034658512,0.237707888
-0.034183254,0.238617181
-0.033695691,0.239550763
-0.033195852,0.240508609
-0.032683766,0.241490696
-0.032159463,0.242496994
-0.031622971,0.243527473
-0.03107432,0.244582098
-0.030513539,0.245660831
-0.029940656,0.24676363
-0.029355703,0.247890449
-0.028758706,0.249041237
-0.028149697,0.25021594
-0.027528703,0.251414497
-0.026895755,0.252636843
-0.026250881,0.253882906
-0.025594111,0.25515261
-0.024925474,0.25644587
-0.024245,0.257762598
-0.023552718,0.259102697
-0.022848657,0.260466063
-0.022132847,0.261852585
-0.021405317,0.263262143
-0.020666096,0.264694611
-0.020308488,0.265387654
-0.020308488,0.265387654
-0.020676913,0.264673649
-0.021089628,0.263873861
-0.021546539,0.26298851
-0.022047549,0.262017831
-0.022592562,0.260962076
-0.023181483,0.259821515
-0.023814215,0.258596443
-0.024490661,0.257287179
-0.025210725,0.255894073
-0.025974311,0.254417509
-0.026781323,0.252857906
-0.027631662,0.25121573
-0.028525234,0.249491488
-0.029461941,0.247685742
-0.030441685,0.245799106
-0.031464371,0.243832255
-0.032529901,0.24178593
-0.033638178,0.239660937
-0.034789104,0.23745816
-0.035982583,0.235178558
-0.037218517,0.232823175
-0.038496809,0.230393139
-0.039596012,0.228308793
-0.039596012,0.228308793
-0.039826888,0.227871639
-0.040043936,0.227460875
-0.040247184,0.227076412
-0.040436661,0.226718162
-0.040612392,0.22638604
-0.040774407,0.226079963
-0.040922733,0.225799849
-0.041057398,0.225545619
-0.04117843,0.225317197
-0.041285857,0.225114508
-0.041379706,0.224937478
-0.041460006,0.224786039
-0.041526784,0.224660123
-0.041580069,0.224559665
-0.041619888,0.224484601
-0.041646271,0.224434872
-0.041659244,0.22441042
-0.041658836,0.224411189
-0.041645075,0.224437127
-0.041617989,0.224488182
-0.041577607,0.224564306
-0.041523956,0.224665454
-0.041457066,0.224791583
-0.041376964,0.22494265
-0.041283678,0.225118617
-0.041177238,0.225319447
-0.04105767,0.225545106
-0.040925005,0.22579556
-0.04077927,0.226070779
-0.040620493,0.226370734
-0.040448703,0.226695398
-0.040263929,0.227044746
-0.040066199,0.227418753
-0.039855542,0.227817399
-0.039631986,0.228240662
-0.03939556,0.228688523
-0.039146293,0.229160962
-0.038884212,0.229657965
-0.038609348,0.230179512
-0.038321728,0.23072559
-0.038021381,0.231296183
-0.037708336,0.231891277
-0.037382622,0.232510858
-0.037044267,0.233154911
-0.036693301,0.233823423
-0.036329752,0.234516379
-0.035953649,0.235233766
-0.035565021,0.235975567
-0.035163897,0.236741767
-0.034750305,0.237532349
-0.034324275,0.238347295
-0.033885836,0.239186587
-0.033435016,0.240050202
-0.032971845,0.240938119
-0.032496351,0.241850313
-0.032008564,0.242786756
-0.031508513,0.24374742
-0.030996227,0.244732273
-0.030471734,0.245741278
-0.029935064,0.246774398
-0.029386247,0.247831591
-0.028825311,0.248912811
-0.028252285,0.250018009
-0.027667199,0.25114713
-0.027070081,0.252300115
-0.026460962,0.253476902
-0.02583987,0.254677421
-0.025206835,0.255901598
-0.024561885,0.257149354
-0.02390505,0.258420602
-0.02323636,0.259715249
-0.022555844,0.261033197
-0.02186353,0.262374339
-0.021159449,0.263738563
-0.02044363,0.265125745
-0.019716102,0.266535759
-0.018976895,0.267968465
-0.018853707,0.268207223
-0.018853707,0.268207223
-0.0192258,0.267486044
-0.019642186,0.266679019
-0.020102769,0.265786351
-0.020607454,0.264808258
-0.021156143,0.26374497
-0.021748741,0.262596737
-0.022385152,0.26136383
-0.023065279,0.260046545
-0.023789025,0.258645206
-0.024556295,0.25716017
-0.025366992,0.255591831
-0.026221019,0.253940624
-0.027118279,0.252207027
-0.028058675,0.250391573
-0.029042111,0.248494844
-0.030068489,0.246517485
-0.031137713,0.244460203
-0.032249685,0.242323775
-0.033404308,0.24010905
-0.034601485,0.237816957
-0.035841118,0.235448507
-0.037123111,0.233004796
-0.038447364,0.230487015
-0.038503637,0.230380177
-0.038503637,0.230380176
-0.038746944,0.22991839
-0.038976403,0.229483104
-0.039192044,0.22907423
-0.039393893,0.228691681
